Size,Merge,MergeInsertion
39400,4073,1546
39500,4080,1547
39600,4088,1549
39700,4091,1554
39800,4108,1555
39900,4107,1593
40000,4161,1559
40100,4138,1612
40200,4169,1578
40300,4178,1599
40400,4191,1602
40500,4201,1590
40600,4230,1599
40700,4223,1595
40800,4219,1599
40900,4229,1602
41000,4384,1744
41100,4490,1723
41200,4306,1606
41300,4281,1661
41400,4277,1659
41500,4284,1672
41600,4288,1693
41700,4314,1706
41800,4322,1718
41900,4322,1735
42000,4340,1746
42100,4349,1765
42200,4365,1789
42300,4398,1754
42400,4415,1810
42500,4416,1840
42600,4436,1846
42700,4467,1853
42800,4460,1865
42900,4468,1880
43000,4475,1895
43100,4482,1909
43200,4509,1924
43300,4521,1947
43400,4531,1952
43500,4540,1970
43600,4552,1972
43700,4572,1992
43800,4587,2006
43900,4581,2001
44000,4614,2011
44100,4613,2025
44200,4640,2038
44300,4581,2078
44400,4665,2068
44500,4659,2071
44600,4668,2086
44700,4685,2098
44800,4683,2105
44900,4691,2109
45000,4721,2117
45100,4699,2122
45200,4729,2140
45300,4731,2135
45400,4744,2148
45500,4747,2148
45600,4765,2149
45700,4777,2149
45800,4776,2158
45900,4804,2169
46000,4791,2164
46100,4795,2187
46200,4848,2175
46300,4829,2195
46400,4838,2176
46500,4841,2185
46600,4853,2179
46700,4883,2185
46800,4858,2183
46900,4873,2183
47000,4874,2182
47100,4884,2191
47200,4904,2195
47300,4897,2201
47400,4922,2209
47500,4938,2207
47600,4926,2209
47700,4934,2227
47800,4953,2223
47900,4966,2219
48000,4967,2224
48100,4988,2255
48200,4993,2241
48300,5000,2238
48400,5024,2271
48500,5026,2250
48600,5051,2242
48700,5034,2246
48800,5050,2264
48900,5058,2247
49000,5073,2266
49100,5057,2242
49200,5073,2271
49300,5092,2266
49400,5103,2266
49500,5107,2271
49600,5132,2282
49700,5143,2283
49800,5144,2283
49900,5178,2321
50000,5158,2289
50100,5184,2311
50200,5187,2293
50300,5197,2298
50400,5209,2310
50500,5248,2321
50600,5219,2308
50700,5231,2315
50800,5213,2269
50900,5238,2309
51000,5237,2314
51100,5253,2317
