Size,Merge,MergeInsertion
21600,1899,316
21700,1934,338
21800,1934,324
21900,1948,323
22000,1964,352
22100,1946,326
22200,1959,334
22300,1971,329
22400,1986,335
22500,2000,335
22600,1985,329
22700,1986,348
22800,2019,334
22900,2051,371
23000,2040,343
23100,2036,352
23200,2033,345
23300,2045,348
23400,2074,352
23500,2062,340
23600,2065,358
23700,2072,359
23800,2081,355
23900,2087,346
24000,2091,353
24100,2110,355
24200,2101,356
24300,2126,350
24400,2113,360
24500,2116,369
24600,2133,372
24700,2143,365
24800,2161,385
24900,2171,353
25000,2182,374
25100,2194,369
25200,2194,369
25300,2186,361
25400,2200,372
25500,2211,369
25600,2237,375
25700,2253,382
25800,2247,407
25900,2261,416
26000,2266,433
26100,2267,426
26200,2271,434
26300,2282,446
26400,2300,428
26500,2312,444
26600,2299,436
26700,2337,445
26800,2338,444
26900,2344,439
27000,2352,456
27100,2374,453
27200,2363,444
27300,2378,463
27400,2380,476
27500,2386,464
27600,2392,452
27700,2420,452
27800,2411,458
27900,2419,475
28000,2443,1306
28100,2434,465
28200,2437,460
28300,2442,468
28400,2455,481
28500,2490,501
28600,2454,464
28700,2468,484
28800,2468,515
28900,2485,496
29000,2519,493
29100,2510,491
29200,2520,489
29300,2514,483
29400,2539,510
29500,2535,505
29600,2553,500
29700,2570,502
29800,2560,495
29900,2573,520
30000,2597,528
30100,2570,510
30200,2592,500
30300,2597,499
30400,2594,520
30500,2621,508
30600,2619,529
30700,2641,516
30800,2646,515
30900,2645,511
31000,2649,519
31100,2672,530
31200,2680,525
31300,2649,515
31400,2674,517
31500,2673,516
31600,2668,527
31700,2679,513
31800,2727,519
31900,2693,523
32000,2706,518
32100,2703,501
32200,2702,517
32300,2718,520
32400,2723,540
32500,2722,542
32600,2714,535
32700,2741,534
32800,2763,521
32900,2780,541
33000,2791,546
33100,2840,529
33200,2823,536
33300,2807,563
33400,2843,551
33500,2861,556
33600,2867,572
33700,2881,538
33800,2865,544
33900,2898,514
34000,2940,541
34100,2970,562
34200,2958,566
34300,2969,563
34400,2987,553
34500,2991,561
34600,3009,540
34700,3005,568
34800,3077,549
34900,3047,571
35000,3058,560
35100,3072,543
35200,3103,566
35300,3117,578
35400,3101,563
35500,3108,573
35600,3121,551
35700,3157,577
35800,3143,560
35900,3164,560
36000,3153,570
36100,3152,570
36200,3164,588
36300,3176,571
36400,3172,554
36500,3199,573
36600,3211,565
36700,3218,590
36800,3215,579
36900,3218,617
37000,3243,622
37100,3264,600
37200,3290,604
37300,3307,613
37400,3277,616
37500,3340,617
37600,3347,645
37700,3341,615
37800,3344,624
37900,3373,635
38000,3376,646
38100,3379,636
38200,3402,622
38300,3416,617
38400,3426,630
38500,3447,657
38600,3469,646
38700,3467,669
38800,3488,668
38900,3488,638
39000,3497,672
39100,3473,668
39200,3503,652
39300,3518,669
39400,3514,670
39500,3539,645
39600,3552,648
39700,3544,632
39800,3567,655
39900,3576,648
40000,3612,645
40100,3591,665
40200,3608,679
40300,3601,666
40400,3597,657
40500,3622,690
40600,3640,687
40700,3611,663
40800,3630,663
40900,3641,665
41000,3660,675
41100,3665,668
41200,3671,688
41300,3688,659
41400,3723,682
41500,3711,699
41600,3692,696
41700,3725,718
41800,3729,693
41900,3770,686
42000,3746,698
42100,3779,692
42200,3784,698
42300,3781,717
42400,3788,703
42500,3803,699
42600,3796,689
42700,3836,678
42800,3846,716
42900,3835,710
43000,3846,698
43100,3837,693
43200,3879,714
43300,3879,688
43400,3904,706
43500,3904,705
43600,3919,715
43700,3950,718
43800,3930,711
43900,3935,706
44000,3954,712
44100,3970,734
44200,3972,736
44300,3972,732
44400,3970,745
44500,4086,738
44600,4031,694
44700,4082,726
44800,4024,744
44900,4018,734
45000,4072,751
45100,4081,729
45200,4082,753
45300,4063,747
45400,4080,747
45500,4087,742
45600,4096,745
45700,4608,860
45800,4754,998
45900,4801,1262
46000,8418,1529
46100,4499,831
46200,4481,878
46300,4875,913
46400,4732,845
46500,5584,826
46600,4445,800
46700,4275,784
46800,4235,793
46900,4247,792
47000,4253,763
47100,4222,766
47200,4197,746
47300,4783,786
47400,4229,785
47500,4318,757
47600,4201,793
47700,4236,784
47800,4242,769
47900,4248,776
48000,4264,761
48100,4245,758
48200,4249,763
48300,4269,772
48400,4261,789
48500,4354,813
48600,5180,822
48700,4445,851
48800,4614,817
48900,4462,899
49000,4938,866
49100,4646,795
49200,4539,862
49300,4307,945
49400,4554,840
49500,4677,842
49600,4583,834
49700,4426,823
49800,4465,940
49900,4630,827
50000,4643,832
50100,4541,882
50200,4602,830
50300,4521,864
50400,4492,815
50500,4538,841
50600,4538,860
50700,4484,827
50800,4484,862
50900,4501,842
51000,4515,838
51100,4514,854
51200,4606,827
51300,4541,856
51400,4572,867
51500,4558,871
51600,4589,898
51700,4577,899
51800,4572,903
51900,4614,938
52000,4572,945
52100,4610,990
52200,4634,949
52300,4647,960
52400,4617,958
52500,4645,966
52600,4623,986
52700,4679,987
52800,4639,1007
52900,4652,977
53000,4664,1007
53100,4743,988
53200,4695,977
53300,4710,1007
53400,4731,949
53500,4744,988
53600,4748,1030
53700,4763,974
53800,4763,998
53900,4771,1047
54000,4796,1032
54100,4792,977
54200,4813,991
54300,4810,965
54400,4816,1014
54500,4859,1021
54600,4859,1030
54700,4827,988
54800,4851,1060
54900,4901,1028
55000,4874,1043
55100,4893,997
55200,4911,1026
55300,4916,1016
55400,4898,1008
55500,4897,1020
55600,4926,1018
55700,5020,1018
55800,4943,1069
55900,4988,1060
56000,4949,1030
56100,4971,1003
56200,4939,1043
56300,4983,1055
56400,5005,1053
56500,4982,1052
56600,4969,1055
56700,4990,1048
56800,5069,1024
56900,4999,1052
57000,5000,1070
57100,5001,1020
57200,4988,1061
57300,4997,1060
57400,5001,1043
57500,5028,1035
57600,5065,1021
57700,5042,1055
57800,5021,1093
57900,5036,1090
58000,5028,1074
58100,5032,1066
58200,5077,1100
58300,5135,1050
58400,5115,1032
58500,5169,1051
58600,5147,1055
58700,5191,1091
58800,5163,1072
58900,5198,1004
59000,5509,1189
59100,5198,1095
59200,5156,1102
59300,5233,1120
59400,5249,1059
59500,5239,1092
59600,5271,1120
59700,5281,1087
59800,5257,1095
59900,5265,1119
60000,5286,1132
60100,5223,1123
60200,5244,1098
60300,5274,1116
60400,5274,1083
60500,5318,1077
60600,5281,1149
60700,5319,1138
60800,5256,1114
60900,5297,1115
61000,5353,1120
61100,5307,1130
61200,5315,1147
61300,5351,1105
61400,5338,1112
61500,5361,1146
61600,5385,1166
61700,5359,1122
61800,5388,1155
61900,5397,1127
62000,5416,1120
62100,5396,1122
62200,5392,1196
62300,5405,1106
62400,5442,1101
62500,5456,1093
62600,5428,1115
62700,5418,1114
62800,5416,1138
62900,5420,1120
63000,5543,1152
63100,5432,1130
63200,5500,1110
63300,5477,1147
63400,5464,1097
63500,5485,1113
63600,5454,1132
63700,5459,1123
63800,5509,1125
63900,5480,1161
64000,5538,1143
64100,5497,1160
64200,5496,1110
64300,5503,1131
64400,5470,1100
64500,5526,1139
64600,5553,1139
64700,5570,1127
64800,5529,1178
64900,5536,1168
65000,5565,1197
65100,5533,1166
65200,5539,1172
65300,5608,1204
65400,5641,1163
65500,5546,1144
65600,5595,1161
65700,5624,1136
65800,5624,1151
65900,5639,1187
66000,5654,1158
66100,5665,1209
66200,5722,1180
66300,5749,1163
66400,5743,1181
66500,5745,1117
66600,5743,1178
66700,5747,1163
66800,5800,1197
66900,5818,1206
67000,5825,1196
67100,5804,1155
67200,5826,1162
67300,5802,1218
67400,5832,1182
67500,5916,1220
67600,5893,1173
67700,6691,1371
67800,5897,1185
67900,5986,1219
68000,5949,1195
68100,5933,1181
68200,6059,1184
68300,5990,1141
68400,5996,1192
68500,5992,1174
68600,5981,1165
68700,6038,1188
68800,6005,1210
68900,6131,1203
69000,6055,1202
69100,6046,1195
69200,6090,1165
69300,6130,1198
69400,6100,1233
69500,6110,1225
69600,6238,1206
69700,6205,1214
69800,6190,1181
69900,6204,1207
70000,6212,1182
70100,6175,1191
70200,6233,1216
70300,6254,1214
70400,6265,1206
70500,6254,1249
70600,6273,1204
70700,6282,1231
70800,6289,1222
70900,6268,1232
71000,6331,1218
71100,6327,1203
71200,6312,1229
71300,6330,1215
71400,6335,1197
71500,6366,1219
71600,6349,1192
71700,6427,1213
71800,6399,1202
71900,6402,1253
72000,6427,1253
72100,6421,1298
72200,6432,1244
72300,6413,1303
72400,6490,1269
72500,6490,1279
72600,6431,1270
72700,6461,1238
72800,6447,1219
72900,6466,1248
73000,6484,1261
73100,6508,1257
73200,6471,1239
73300,6504,1253
73400,6506,1257
73500,6505,1225
73600,6582,1261
73700,6577,1260
73800,6567,1235
73900,6528,1273
74000,6566,1249
74100,6587,1325
74200,6574,1310
74300,6615,1289
74400,6613,1263
74500,6669,1274
74600,6659,1328
74700,6662,1277
74800,6623,1282
74900,6737,1327
75000,6690,1289
75100,6704,1350
75200,6726,1327
75300,6756,1360
75400,6722,1354
75500,6891,1338
75600,6837,1352
75700,6758,1341
75800,6816,1321
75900,6798,1321
76000,6757,1316
76100,6820,1324
76200,7275,1523
76300,7053,1592
76400,6905,1352
76500,6884,1328
76600,6934,1339
76700,6888,1364
76800,6943,1368
76900,6985,1332
77000,6968,1367
77100,6934,1339
77200,6926,1321
77300,6930,1303
77400,7028,1351
77500,7145,1379
77600,7032,1401
77700,7042,1357
77800,7006,1355
77900,7029,1352
78000,7152,1358
78100,7066,1435
78200,7078,1338
78300,7098,1332
78400,7108,1355
78500,8726,1580
78600,7790,1395
78700,7134,1405
78800,7134,1367
78900,7117,1340
79000,7097,1341
79100,7300,1416
79200,7198,1411
79300,7211,1378
79400,7202,1380
79500,7156,1378
79600,7257,1405
79700,7331,1395
79800,7269,1387
79900,7206,1372
80000,7178,1406
80100,7227,1374
80200,7187,1345
80300,7337,1470
80400,7249,1369
80500,7264,1393
80600,7274,1380
80700,7254,1399
80800,7245,1361
80900,7290,1489
81000,7276,1443
81100,7285,1434
81200,7300,1419
81300,7324,1425
81400,7268,1386
81500,7268,1418
81600,7309,1413
81700,7321,1386
81800,7349,1433
81900,7316,1443
82000,7292,1434
82100,7353,1373
82200,7337,1428
82300,7388,1378
82400,7371,1379
82500,7415,1392
82600,7406,1506
82700,7465,1412
82800,7371,1422
82900,7454,1412
83000,7416,1424
83100,7428,1376
83200,7494,1451
83300,7490,1450
83400,7481,1455
83500,7471,1434
83600,7514,1425
83700,7523,1471
83800,7528,1427
83900,7580,1440
84000,7570,1423
84100,7558,1425
84200,7593,1453
84300,7656,1559
84400,7625,1509
84500,7616,1410
84600,7638,1452
84700,7641,1467
84800,7643,1452
84900,7707,1514
85000,7683,1455
85100,7701,1490
85200,7692,1470
85300,7655,1477
85400,7720,1461
85500,7704,1487
85600,7729,1472
85700,7779,1519
85800,7737,1455
85900,7779,1517
86000,7821,1518
86100,7838,1594
86200,7793,1509
86300,7822,1490
86400,7777,1479
86500,7816,1475
86600,7889,1577
86700,7910,1549
86800,7900,1552
86900,7918,1605
87000,7903,1502
87100,7934,1525
87200,7887,1547
87300,7931,1514
87400,7920,1543
87500,7922,1540
87600,8045,1550
87700,7991,1561
87800,7953,1516
87900,7987,1528
88000,8011,1522
88100,7943,1510
88200,8057,1571
88300,8001,1572
88400,8043,1532
88500,8033,1521
88600,8073,1535
88700,8109,1561
88800,8059,1546
88900,8074,1567
89000,8107,1557
89100,8058,1580
89200,8145,1526
89300,8122,1568
89400,8099,1561
89500,8087,1588
89600,8139,1537
89700,8245,1583
89800,8114,1526
89900,8165,1563
90000,8129,1538
90100,8142,1519
90200,8113,1513
90300,8131,1564
90400,8176,1554
90500,8219,1568
90600,8228,1558
90700,8244,1569
90800,8241,1583
90900,8245,1516
91000,8198,1602
91100,8210,1593
91200,8242,1529
91300,8304,1595
91400,8230,1665
91500,8275,1590
91600,8282,1565
91700,8313,1666
91800,8385,1626
91900,8282,1603
92000,8328,1676
92100,8381,1678
92200,8346,1669
92300,8333,1613
92400,8385,1634
92500,8394,1588
92600,8406,1551
92700,8356,1658
92800,8641,1663
92900,8353,1687
93000,8380,1635
93100,8389,1650
93200,8390,1587
93300,8494,1628
93400,8473,1638
93500,8465,1685
93600,8437,1576
93700,8440,1637
93800,8596,1601
93900,8430,1615
94000,8490,1642
94100,8489,1644
94200,8422,1602
94300,8611,1688
94400,8528,1715
94500,8549,1669
94600,8557,1681
94700,8559,1685
94800,8594,1652
94900,8535,1670
95000,8514,1667
95100,8513,1646
95200,8550,1690
95300,8660,1644
95400,8594,1640
95500,8520,1662
95600,8545,1650
95700,8564,1690
95800,8619,1689
95900,8632,1687
96000,8707,1691
96100,8637,1620
96200,8558,1671
96300,8742,1696
96400,8691,1712
96500,8648,1706
96600,8657,1616
96700,8670,1634
96800,8689,1687
96900,8577,1674
97000,8677,1647
97100,8697,1737
97200,8687,1649
97300,8692,1690
97400,8730,1692
97500,8657,1716
97600,8689,1718
97700,8726,1718
97800,8704,1690
97900,8761,1694
98000,8752,1736
98100,8762,1803
98200,8726,1822
98300,8792,1771
98400,8727,1815
98500,8744,1724
98600,8777,1733
98700,8891,1689
98800,8761,1749
98900,8809,1718
99000,8707,1617
99100,8789,1731
99200,8867,1700
99300,8856,1719
99400,8798,1749
99500,8725,1699
99600,8756,1625
99700,8886,1706
99800,8845,1659
99900,8956,1654
100000,8790,1691
