Size,Merge,MergeInsertion
500,131,42
600,124,38
700,160,63
800,177,79
900,200,81
1000,179,67
1100,206,72
1200,204,63
1300,204,69
1400,224,90
1500,204,94
1600,216,99
1700,233,101
1800,220,89
1900,231,92
2000,219,85
2100,229,86
2200,232,84
2300,245,83
2400,242,82
2500,251,84
2600,252,85
2700,256,97
2800,258,106
2900,254,111
3000,262,120
3100,258,123
3200,270,125
3300,267,121
3400,276,122
3500,287,127
3600,309,122
3700,303,127
3800,332,145
3900,329,128
4000,326,130
4100,308,118
4200,321,122
4300,332,125
4400,343,125
4500,357,136
4600,357,128
4700,402,132
4800,381,132
4900,392,137
5000,396,146
5100,399,132
5200,404,145
5300,411,160
5400,423,165
5500,430,177
5600,471,185
5700,455,194
5800,454,205
5900,459,210
6000,474,219
6100,484,224
6200,476,230
6300,490,241
6400,499,234
6500,555,270
6600,560,272
6700,656,294
6800,669,253
6900,557,256
7000,552,264
7100,555,283
7200,576,241
7300,574,269
7400,585,244
7500,611,268
7600,610,249
7700,704,266
7800,814,329
7900,692,311
8000,671,313
8100,638,248
8200,902,435
8300,811,286
8400,689,257
8500,752,265
8600,702,286
8700,690,290
8800,805,292
8900,861,331
9000,839,308
9100,806,293
9200,974,301
9300,782,293
9400,824,348
9500,797,273
9600,906,535
9700,884,291
9800,890,297
9900,798,278
10000,825,340
10100,836,295
10200,802,276
10300,824,299
10400,844,307
10500,832,300
10600,851,325
10700,906,357
10800,865,339
10900,884,362
11000,912,373
11100,951,430
11200,922,394
11300,904,403
11400,904,406
11500,977,412
11600,917,487
11700,943,454
11800,976,433
11900,955,453
12000,942,454
12100,945,456
12200,1008,465
12300,969,506
12400,982,490
12500,1009,485
12600,1009,479
12700,1026,490
12800,1122,540
12900,1011,504
13000,1027,492
13100,1044,488
13200,1050,484
13300,1050,484
13400,1059,487
13500,1236,567
13600,1076,501
13700,1112,498
13800,1094,500
13900,1136,511
14000,1109,495
14100,1123,495
14200,1123,494
14300,1132,498
14400,1168,517
14500,1190,522
14600,1154,494
14700,1188,511
14800,1192,505
14900,1186,508
15000,1182,505
15100,1197,510
15200,1226,538
15300,1252,526
15400,1217,503
15500,1257,542
15600,1232,567
15700,1315,512
15800,1286,520
15900,1299,517
16000,1240,505
16100,1263,506
16200,1251,507
16300,1253,516
16400,1258,507
16500,1270,510
16600,1301,536
16700,1304,541
16800,1336,527
16900,1360,540
17000,1345,556
17100,1380,542
17200,1377,545
17300,1379,542
17400,1418,559
17500,1395,539
17600,1421,567
17700,1444,562
17800,1433,553
17900,1485,556
18000,1486,554
18100,1457,543
18200,1499,569
18300,1508,555
18400,1504,568
18500,1521,568
18600,1539,576
18700,1559,567
18800,1711,617
18900,1587,601
19000,1630,612
19100,1596,579
19200,1563,666
19300,1620,585
19400,1623,587
19500,1597,579
19600,1604,556
19700,1652,585
