Size,Merge,MergeInsertion
500,36,4
600,45,5
700,53,6
800,59,6
900,67,6
1000,72,10
1100,87,10
1200,95,12
1300,103,13
1400,113,14
1500,125,17
1600,129,16
1700,135,16
1800,149,17
1900,148,17
2000,153,23
2100,162,25
2200,176,25
2300,183,28
2400,194,29
2500,221,29
2600,252,36
2700,238,36
2800,231,32
2900,274,40
3000,267,40
3100,275,38
3200,279,38
3300,289,41
3400,327,37
3500,290,38
3600,296,44
3700,300,43
3800,320,44
3900,313,54
4000,316,56
4100,318,55
4200,335,62
4300,351,59
4400,362,61
4500,401,81
4600,407,69
4700,421,69
4800,476,63
4900,445,65
5000,423,70
5100,431,70
5200,702,100
5300,483,77
5400,461,79
5500,474,79
5600,477,81
5700,486,82
5800,491,80
5900,553,90
6000,571,88
6100,528,101
6200,519,92
6300,564,92
6400,554,105
6500,545,90
6600,553,92
6700,561,88
6800,612,101
6900,586,91
7000,574,94
7100,575,93
7200,616,104
7300,645,118
7400,769,106
7500,666,129
7600,662,107
7700,666,112
7800,634,115
7900,635,130
8000,647,123
8100,666,136
8200,659,122
8300,677,129
8400,690,129
8500,704,126
8600,707,134
8700,723,136
8800,739,143
8900,744,147
9000,772,142
9100,780,159
9200,769,146
9300,829,142
9400,802,141
9500,785,149
9600,819,148
9700,836,146
9800,917,164
9900,857,155
10000,934,151
10100,879,162
10200,901,159
10300,901,160
10400,889,167
10500,898,166
10600,931,167
10700,919,171
10800,913,169
10900,963,162
11000,952,170
11100,950,175
11200,1016,186
11300,984,187
11400,981,185
11500,1019,180
11600,997,179
11700,996,193
11800,1022,192
11900,1015,211
12000,1029,191
12100,1031,188
12200,1065,187
12300,1037,185
12400,1040,195
12500,1034,206
12600,1100,195
12700,1095,193
12800,1094,191
12900,1098,193
13000,1157,194
13100,1116,207
13200,1142,205
13300,1131,195
13400,1123,208
13500,1196,205
13600,1171,219
13700,1176,213
13800,1188,229
13900,1178,213
14000,1157,212
14100,1260,210
14200,1201,248
14300,1212,221
14400,1221,223
14500,1225,213
14600,1202,204
14700,1229,214
14800,1295,213
14900,1294,215
15000,1268,253
15100,1264,219
15200,1263,228
15300,1293,233
15400,1286,229
15500,1317,245
15600,1297,252
15700,1300,266
15800,1308,271
15900,1309,276
16000,1328,287
16100,1305,269
16200,1342,277
16300,1347,278
16400,1358,290
16500,1402,293
16600,1409,299
16700,1435,305
16800,1414,307
16900,1417,276
17000,1447,299
17100,1467,311
17200,1461,292
17300,1490,297
17400,1490,308
17500,1520,327
17600,1505,296
17700,1523,296
17800,1535,316
17900,1545,330
18000,1568,302
18100,1587,321
18200,1585,321
18300,1572,328
18400,1604,331
18500,1586,308
18600,1607,321
18700,1620,340
18800,1641,333
18900,1634,318
19000,1681,342
19100,1676,331
19200,1688,338
19300,1683,336
19400,1713,327
19500,1722,320
19600,1834,333
19700,1726,344
19800,1721,342
19900,1737,348
20000,1742,345
20100,1751,345
20200,1759,341
20300,1759,341
20400,1784,343
20500,1787,348
20600,1807,341
20700,1818,360
20800,1819,342
20900,1836,354
21000,1850,371
21100,1864,351
21200,1871,372
21300,1877,355
21400,1920,373
21500,1902,386
21600,1904,362
21700,1948,385
21800,1935,371
21900,1954,379
22000,1966,384
22100,1957,400
22200,1956,395
22300,1982,415
22400,1973,394
22500,1995,394
22600,2013,394
22700,2013,409
22800,1978,381
22900,2013,393
23000,2020,404
23100,2035,393
23200,2079,404
23300,2060,421
23400,2067,408
23500,2060,431
23600,2083,421
23700,2089,435
23800,2087,417
23900,2112,420
24000,2117,429
24100,2105,419
24200,2113,425
24300,2108,423
24400,2146,429
24500,2113,432
24600,2122,410
24700,2133,421
24800,2148,426
24900,2168,440
25000,2180,464
25100,2199,453
25200,2205,454
25300,2224,442
25400,2231,453
25500,2219,451
25600,2233,431
25700,2242,462
25800,2277,467
25900,2263,448
26000,2262,453
26100,2283,455
26200,2243,442
26300,2315,465
26400,2290,468
26500,2297,463
26600,2328,448
26700,2313,473
26800,2328,465
26900,2352,466
27000,2367,467
27100,2386,482
27200,2365,456
27300,2371,463
27400,2406,453
27500,2400,467
27600,2410,462
27700,2420,470
27800,2411,486
27900,2457,476
28000,2439,485
28100,2443,477
28200,2459,487
28300,2458,491
28400,2463,485
28500,2479,486
28600,2469,487
28700,2458,478
28800,2493,497
28900,2496,479
29000,2500,513
29100,2500,482
29200,2536,481
29300,2547,500
29400,2561,499
29500,2539,513
29600,2569,499
29700,2593,500
29800,2611,517
29900,2608,497
30000,2586,526
30100,2577,512
30200,2582,504
30300,2629,518
30400,2637,511
30500,2635,517
30600,2636,534
30700,2629,522
30800,2651,527
30900,2665,542
31000,2675,551
31100,2633,575
31200,2652,595
31300,2633,571
31400,2684,594
31500,2682,645
31600,2674,604
31700,2645,635
31800,2712,620
31900,2681,611
32000,2729,623
32100,2720,606
32200,2705,585
32300,2712,597
32400,2720,612
32500,2721,604
32600,2727,604
32700,2754,633
32800,2757,608
32900,2774,604
33000,2783,622
33100,2800,634
33200,2806,653
33300,2822,633
33400,2842,652
33500,2856,618
33600,2880,663
33700,2879,642
33800,2895,620
33900,2916,629
34000,2938,629
34100,2961,646
34200,2959,664
34300,2962,635
34400,2979,641
34500,3004,662
34600,2985,640
34700,2996,654
34800,3009,652
34900,3026,638
35000,3067,669
35100,3035,657
35200,3052,630
35300,3065,663
35400,3086,673
35500,3109,668
35600,3087,676
35700,3133,664
35800,3135,665
35900,3126,667
36000,3173,650
36100,3161,702
36200,3195,667
36300,3198,680
36400,3175,672
36500,3188,678
36600,3223,656
36700,3195,704
36800,3195,689
36900,3214,679
37000,3244,701
37100,3250,724
37200,3251,695
37300,3268,734
37400,3302,697
37500,3303,744
37600,3321,700
37700,3336,716
37800,3332,749
37900,3381,712
38000,3367,719
38100,3381,724
38200,3399,732
38300,3403,726
38400,3420,751
38500,3427,732
38600,3423,711
38700,3455,703
38800,3487,709
38900,3507,726
39000,3504,743
39100,3522,714
39200,3494,739
39300,3502,704
39400,3507,724
39500,3500,697
39600,3526,725
39700,3518,730
39800,3547,742
39900,3552,731
40000,3563,704
40100,3542,730
40200,3587,740
40300,3580,753
40400,3584,733
40500,3593,752
40600,3605,794
40700,3608,753
40800,3626,756
40900,3617,741
41000,3629,749
41100,3669,763
41200,3658,761
41300,3662,763
41400,3665,769
41500,3651,763
41600,3676,782
41700,3704,777
41800,3711,753
41900,3714,743
42000,3732,772
42100,3772,779
42200,3746,749
42300,3774,761
42400,3785,757
42500,3771,766
42600,3764,780
42700,3807,776
42800,3826,799
42900,3795,783
43000,3830,772
43100,3851,772
43200,3859,786
43300,3862,762
43400,3879,798
43500,3918,799
43600,3904,805
43700,3959,845
43800,3952,798
43900,3929,797
44000,3941,798
44100,3909,782
44200,3973,820
44300,3971,811
44400,3973,834
44500,3994,825
44600,3984,817
44700,3996,823
44800,4032,842
44900,4004,825
45000,4024,835
45100,4053,837
45200,4067,847
45300,4055,839
45400,4058,832
45500,4050,840
45600,4094,856
45700,4077,824
45800,4075,850
45900,4070,853
46000,4103,834
46100,4094,855
46200,4150,878
46300,4094,868
46400,4124,860
46500,4139,844
46600,4192,849
46700,4139,867
46800,4172,853
46900,4130,861
47000,4140,860
47100,4180,855
47200,4210,891
47300,4192,844
47400,4215,863
47500,4192,837
47600,4218,867
47700,4226,885
47800,4303,907
47900,4262,878
48000,4257,910
48100,4262,887
48200,4251,890
48300,4260,846
48400,4277,868
48500,4260,871
48600,4274,892
48700,4289,884
48800,4277,907
48900,4309,889
49000,4312,887
49100,4291,890
49200,4294,900
49300,4309,931
49400,4318,942
49500,4331,921
49600,4347,925
49700,4359,922
49800,4412,912
49900,4398,926
50000,4380,943
50100,4408,931
50200,4451,922
50300,4464,947
50400,4419,925
50500,4464,937
50600,4495,966
50700,4465,933
50800,4497,947
50900,4528,944
51000,4516,953
51100,4483,969
51200,4508,954
51300,4533,990
51400,4554,957
51500,4575,980
51600,4521,966
