Size,Merge,MergeInsertion
29000,2504,574
29100,2527,607
29200,2533,614
29300,2552,614
29400,2584,610
29500,2563,613
29600,2583,610
29700,2597,619
29800,2607,613
29900,2609,640
30000,2616,618
30100,2600,620
30200,2608,615
30300,2610,617
30400,2651,625
30500,2616,610
30600,2608,623
30700,2609,611
30800,2621,634
30900,2642,621
31000,2645,625
31100,2683,625
31200,2667,620
31300,2643,633
31400,2682,611
31500,2689,636
31600,2663,630
31700,2670,629
31800,2668,611
31900,2725,640
32000,2723,631
32100,2709,590
32200,2748,612
32300,2742,601
32400,2752,638
32500,2744,622
32600,2752,602
32700,2760,644
32800,2767,632
32900,2787,632
33000,2799,630
33100,2808,652
33200,2826,648
33300,2844,649
33400,2861,677
33500,2863,645
33600,2862,631
33700,2882,658
33800,2893,643
33900,2899,637
34000,2920,618
34100,2946,654
34200,2960,664
34300,2997,651
34400,2975,654
34500,2979,645
34600,2995,656
34700,3024,650
34800,3010,641
34900,3053,671
35000,3066,671
35100,3055,643
35200,3043,629
35300,3090,660
35400,3104,657
35500,3084,645
35600,3111,670
35700,3108,680
35800,3139,640
35900,3130,651
36000,3144,658
36100,3186,676
36200,3187,656
36300,3190,689
36400,3177,682
36500,3208,698
36600,3178,679
36700,3203,686
36800,3206,705
36900,3233,710
37000,3247,705
37100,3246,729
37200,3266,707
37300,3274,718
37400,3283,708
37500,3304,747
37600,3337,694
37700,3352,733
37800,3360,723
37900,3369,727
38000,3366,716
38100,3368,701
38200,3393,734
38300,3410,723
38400,3403,714
38500,3409,725
38600,3428,725
38700,3447,709
38800,3481,727
38900,3475,748
39000,3487,766
39100,3498,744
39200,3506,744
39300,3517,733
39400,3514,733
39500,3530,727
39600,3533,740
39700,3522,712
39800,3534,731
39900,3556,722
40000,3558,752
40100,3562,759
40200,3586,738
40300,3565,770
40400,3580,760
40500,3603,754
40600,3592,756
40700,3610,737
40800,3619,747
40900,3608,757
41000,3646,772
41100,3648,805
41200,3680,830
41300,3688,817
41400,3690,847
41500,3682,855
41600,3687,870
41700,3722,850
41800,3726,871
41900,3740,874
42000,3736,893
42100,3752,965
42200,3801,915
42300,3807,939
42400,3784,962
42500,3783,930
42600,3807,944
42700,3834,940
42800,3829,971
42900,3832,995
43000,3842,1002
43100,3829,1009
43200,3866,1005
43300,3903,1029
43400,3916,1002
43500,3905,1025
43600,3912,1011
43700,3916,1001
43800,3947,1017
43900,3968,1011
44000,3958,1021
44100,3944,1026
44200,3973,1015
44300,3975,1020
44400,3982,1033
44500,4007,1001
44600,3935,1041
44700,4700,1168
44800,4042,1048
44900,4013,1019
45000,4064,1024
45100,4037,1029
45200,4062,1056
45300,4033,1023
45400,4052,1018
45500,4084,1057
45600,4082,1032
45700,4088,1083
45800,4096,1070
45900,4104,1068
46000,4140,1108
46100,4096,1050
46200,4143,1062
46300,4117,1046
46400,4125,1063
46500,4171,1040
46600,4171,1075
46700,4153,1081
46800,4198,1057
46900,4197,1063
47000,4190,1080
47100,4196,1063
47200,4194,1101
47300,4182,1058
47400,4191,1056
47500,4276,1072
47600,4216,1082
47700,4229,1070
47800,4249,1051
47900,4264,1092
48000,4259,1094
48100,4249,1048
48200,4257,1053
48300,4252,1075
48400,4344,1083
48500,4275,1092
48600,4302,1080
48700,4307,1077
48800,4306,1078
48900,4364,1141
49000,4277,1088
49100,4279,1096
49200,4376,1105
49300,4369,1104
49400,4355,1113
49500,4305,1101
49600,4344,1130
49700,4379,1122
49800,4391,1149
49900,4379,1136
50000,4401,1169
50100,4401,1144
50200,4423,1137
50300,4452,1156
50400,4420,1171
50500,4439,1169
50600,4471,1138
50700,4469,1154
50800,4502,1149
50900,4481,1119
51000,4504,1148
51100,4498,1114
51200,4502,1118
51300,4509,1159
51400,4559,1130
51500,4547,1166
51600,4873,1342
51700,4531,1167
51800,4532,1132
51900,4584,1191
52000,4576,1159
52100,4590,1185
52200,4618,1154
52300,4606,1157
52400,4612,1169
52500,4630,1139
52600,4676,1135
52700,4653,1149
52800,4643,1150
52900,4706,1158
53000,5019,1196
53100,4692,1128
53200,4684,1153
53300,4721,1179
53400,4716,1207
53500,4733,1188
53600,4747,1230
53700,4744,1184
53800,4732,1199
53900,4751,1212
54000,4758,1213
54100,4762,1212
54200,4811,1223
54300,4801,1173
54400,4778,1214
54500,4824,1192
54600,4796,1219
54700,4827,1253
54800,4809,1187
54900,4873,1218
55000,4871,1177
55100,4852,1209
55200,4869,1175
55300,4863,1186
55400,4865,1223
55500,4937,1180
55600,4921,1219
55700,4936,1167
55800,4912,1176
55900,4922,1230
56000,4925,1184
56100,4924,1224
56200,4926,1187
56300,4926,1201
56400,4970,1211
56500,4925,1206
56600,4962,1222
56700,4969,1259
56800,4985,1202
56900,4963,1206
57000,4959,1214
57100,4963,1205
57200,4981,1234
57300,5018,1223
57400,5011,1186
57500,5003,1188
57600,4988,1214
57700,5032,1231
57800,5036,1236
57900,5019,1245
58000,5053,1213
58100,5069,1216
58200,5046,1255
58300,5095,1245
58400,5122,1257
58500,5111,1267
58600,5151,1293
58700,5153,1260
58800,5167,1265
58900,5173,1274
59000,5123,1256
59100,6210,1798
59200,5254,1464
59300,5282,1294
59400,5260,1294
59500,5191,1277
59600,5243,1279
59700,5251,1337
59800,5244,1297
59900,5237,1313
60000,5243,1302
60100,5245,1316
60200,5263,1272
60300,5239,1307
60400,5224,1298
60500,5258,1322
60600,5278,1346
60700,5299,1301
60800,5305,1300
60900,5285,1281
61000,5314,1273
61100,5301,1263
61200,5322,1310
61300,5342,1292
61400,5341,1288
61500,5401,1295
61600,5381,1316
61700,5371,1322
61800,5376,1296
61900,5388,1292
62000,5387,1320
62100,5376,1321
62200,5389,1319
62300,5431,1325
62400,5351,1321
62500,5427,1335
62600,5386,1294
62700,5443,1352
62800,5439,1305
62900,5423,1295
63000,5417,1296
63100,5420,1317
63200,5429,1296
63300,5458,1299
63400,5384,1290
63500,5464,1296
63600,5457,1308
63700,5504,1296
63800,5449,1311
63900,5445,1340
64000,5463,1381
64100,5479,1327
64200,5479,1273
64300,5482,1297
64400,5486,1282
64500,5525,1319
64600,5522,1300
64700,5547,1305
64800,5552,1343
64900,5556,1275
65000,5561,1309
65100,5564,1306
65200,5590,1317
65300,5581,1372
65400,5586,1332
65500,5547,1279
65600,5582,1404
65700,5587,1324
65800,5646,1319
65900,5619,1342
66000,5606,1297
66100,5648,1356
66200,5640,1334
66300,5681,1298
66400,5681,1364
66500,5644,1366
66600,5722,1296
66700,5717,1332
66800,5736,1327
66900,5763,1345
67000,5786,1332
67100,5797,1313
67200,5793,1352
67300,5824,1328
67400,5831,1366
67500,5833,1311
67600,5842,1328
67700,5845,1312
67800,5835,1355
67900,5922,1345
68000,5976,1382
68100,5920,1363
68200,5948,1371
68300,5955,1354
68400,5948,1354
68500,6011,1367
68600,6027,1381
68700,6007,1362
68800,5988,1341
68900,6032,1372
69000,6087,1393
69100,6036,1394
69200,6062,1325
69300,6080,1365
69400,6096,1371
69500,6120,1365
69600,6130,1399
69700,6155,1409
69800,6151,1390
69900,6173,1404
70000,6178,1403
70100,6305,1415
70200,6259,1422
70300,6197,1404
70400,6215,1413
70500,6219,1403
70600,6286,1385
70700,6284,1370
70800,6241,1392
70900,6293,1443
71000,6297,1433
71100,6309,1394
71200,6296,1457
71300,6349,1397
71400,6468,1465
71500,6338,1449
71600,6352,1387
71700,6345,1426
71800,6379,1429
71900,6359,1468
72000,6411,1439
72100,6349,1433
72200,6344,1466
72300,6397,1446
72400,6392,1420
72500,6386,1426
72600,6415,1432
72700,6455,1422
72800,6425,1437
72900,6466,1452
73000,6445,1435
73100,6472,1454
73200,6435,1441
73300,6510,1458
73400,6489,1451
73500,6486,1456
73600,6490,1482
73700,6562,1462
73800,6508,1473
73900,6509,1473
74000,6544,1434
74100,6548,1557
74200,6584,1505
74300,6590,1493
74400,6616,1463
74500,6655,1462
74600,6622,1519
74700,6687,1494
74800,6643,1499
74900,6671,1510
75000,6711,1536
75100,6698,1527
75200,6696,1493
75300,6728,1511
75400,6724,1464
75500,6765,1489
75600,6765,1466
75700,6807,1788
75800,6797,1521
75900,6789,1467
76000,6818,1476
76100,6817,1535
76200,6827,1494
76300,6821,1538
76400,6893,1529
76500,6880,1557
76600,6860,1498
76700,6855,1461
76800,6887,1491
76900,6930,1476
77000,6909,1470
77100,6879,1547
77200,6953,1502
77300,6918,1561
77400,6972,1508
77500,6965,1494
77600,6995,1562
77700,7008,1505
77800,7022,1555
77900,7075,1538
78000,7019,1527
78100,7007,1551
78200,7066,1578
78300,7089,1528
78400,7076,1543
78500,7100,1599
78600,7097,1559
78700,7086,1549
78800,7130,1581
78900,7140,1543
79000,7155,1555
79100,7156,1519
79200,7119,1542
79300,7136,1543
79400,7210,1571
79500,7156,1552
79600,7175,1610
79700,7230,1562
79800,7159,1555
79900,7204,1582
80000,7251,1553
80100,7197,1558
80200,7259,1571
80300,7255,1538
80400,7251,1619
80500,7255,1617
80600,7289,1596
80700,7269,1599
80800,7290,1593
80900,7292,1569
81000,7251,1636
81100,7358,1599
81200,7304,1608
81300,7275,1628
81400,7296,1588
81500,7315,1615
81600,7302,1629
81700,7390,1642
81800,7348,1638
81900,7354,1612
82000,7339,1623
82100,7360,1625
82200,7381,1653
82300,7450,1736
82400,7392,1692
82500,7431,1757
82600,7413,1749
82700,7439,1706
82800,7424,1774
82900,7439,1786
83000,7427,1770
83100,7433,1767
83200,7478,1809
83300,7489,1792
83400,7548,1836
83500,7546,1858
83600,7509,1869
83700,7549,1882
83800,7506,1876
83900,7529,1870
84000,7525,1863
84100,7588,1916
84200,7565,1926
84300,7616,1927
84400,7621,1959
84500,7626,1902
84600,7681,1937
84700,7717,2000
84800,7681,1938
84900,7669,2007
85000,7721,1999
85100,7684,1955
85200,7760,1981
85300,7707,2054
85400,7721,1963
85500,7828,2016
85600,7722,2029
85700,7723,2059
85800,7772,2045
85900,7772,2053
86000,7755,2149
86100,7789,2188
86200,7830,2127
86300,7814,2109
86400,7837,2100
86500,7818,2076
86600,7875,2154
86700,7899,2112
86800,7905,2143
86900,7879,2128
87000,7858,2061
87100,7983,2133
87200,7958,2142
87300,7983,2126
87400,7896,2169
87500,7960,2161
87600,8012,2162
87700,7944,2121
87800,7977,2109
87900,7971,2119
88000,8004,2168
88100,7970,2151
88200,8027,2134
88300,8030,2109
88400,8005,2156
88500,8033,2114
88600,8018,2143
88700,8096,2164
88800,8058,2146
88900,8102,2136
89000,8134,2215
89100,8119,2134
89200,8075,2184
89300,8028,2133
89400,8037,2115
89500,8062,2205
89600,8069,2149
89700,8060,2224
89800,8116,2182
89900,8153,2219
90000,8189,2170
90100,8171,2156
90200,8210,2216
90300,8224,2193
90400,8223,2207
90500,8197,2199
90600,8198,2209
90700,8160,2190
90800,8225,2228
90900,8205,2164
91000,8266,2174
91100,8245,2227
91200,8219,2224
91300,8260,2225
91400,8278,2182
91500,8285,2257
91600,8301,2241
91700,8333,2217
91800,8319,2200
91900,8324,2240
92000,8344,2261
92100,8320,2195
92200,8282,2205
92300,8350,2235
92400,8341,2250
92500,8348,2176
92600,8327,2176
92700,8365,2197
92800,8340,2170
92900,8344,2226
93000,8322,2241
93100,8387,2236
93200,8413,2215
93300,8423,2350
93400,8852,2918
93500,8513,2289
93600,8411,2232
93700,8425,2257
93800,8407,2216
93900,8458,2198
94000,8401,2177
94100,8477,2211
94200,8498,2221
94300,8511,2244
94400,8548,2276
94500,8474,2246
94600,8544,2193
94700,8491,2255
94800,8483,2241
94900,8536,2234
95000,8553,2224
95100,8539,2242
95200,8560,2180
95300,8512,2259
95400,8524,2225
95500,8558,2237
95600,8563,2196
95700,8517,2279
95800,8556,2265
95900,8557,2238
96000,8597,2277
96100,8559,2251
96200,8577,2274
96300,8575,2257
96400,8640,2210
96500,8740,2326
96600,8639,2329
96700,8613,2297
96800,8662,2278
96900,8663,2337
97000,8638,2284
97100,8708,2287
97200,8652,2289
97300,8647,2305
97400,8753,2306
97500,8670,2359
97600,8783,2351
97700,8710,2318
97800,8726,2297
97900,8783,2348
98000,8727,2231
98100,8680,2320
98200,8662,2291
98300,8753,2282
98400,8759,2285
98500,8744,2329
98600,8755,2333
98700,8771,2311
98800,8787,2349
98900,8772,2312
99000,8766,2347
99100,8761,2389
99200,8762,2397
99300,8825,2344
99400,8852,2327
99500,8865,2346
99600,8782,2387
99700,8833,2380
99800,8911,2342
99900,8847,2318
100000,8851,2381
