Size,Merge,MergeInsertion
500,43,9
600,53,11
700,62,12
800,70,14
900,79,17
1000,87,21
1100,98,23
1200,108,24
1300,118,27
1400,131,30
1500,139,32
1600,158,35
1700,160,38
1800,169,40
1900,184,45
2000,183,49
2100,194,52
2200,214,57
2300,218,56
2400,227,57
2500,252,65
2600,276,71
2700,303,81
2800,272,69
2900,309,79
3000,349,86
3100,326,101
3200,337,83
3300,338,88
3400,346,89
3500,351,88
3600,352,91
3700,358,91
3800,361,95
3900,369,105
4000,375,112
4100,385,113
4200,398,116
4300,415,117
4400,422,119
4500,445,132
4600,510,143
4700,541,137
4800,506,139
4900,498,143
5000,485,136
5100,494,140
5200,510,147
5300,815,168
5400,560,149
5500,555,160
5600,551,152
5700,561,155
5800,590,166
5900,574,160
6000,629,178
6100,685,191
6200,617,170
6300,613,173
6400,630,177
6500,682,192
6600,646,217
6700,654,185
6800,661,191
6900,672,189
7000,689,194
7100,693,237
7200,694,213
7300,752,210
7400,844,227
7500,777,217
7600,858,216
7700,748,214
7800,758,227
7900,764,239
8000,787,254
8100,788,249
8200,805,249
8300,798,252
8400,838,257
8500,823,254
8600,861,258
8700,854,260
8800,884,262
8900,876,266
9000,905,268
9100,892,271
9200,899,273
9300,915,278
9400,903,274
9500,939,282
9600,947,284
9700,983,288
9800,977,289
9900,1006,292
10000,994,295
10100,1009,298
10200,1026,296
10300,1023,309
10400,1038,312
10500,1069,317
10600,1058,313
10700,1065,317
10800,1076,320
10900,1107,324
11000,1105,323
11100,1133,335
11200,1120,330
11300,1114,324
11400,1139,360
11500,1157,338
11600,1161,340
11700,1207,344
11800,1173,347
11900,1183,350
12000,1185,343
12100,1206,356
12200,1213,359
12300,1194,352
12400,1253,360
12500,1240,369
12600,1242,373
12700,1280,362
12800,1323,371
12900,1311,380
13000,1296,382
13100,1292,384
13200,1373,387
13300,1332,424
13400,1352,398
13500,1340,412
13600,1334,400
13700,1362,391
13800,1420,404
13900,1398,408
14000,1418,410
14100,1402,433
14200,1413,419
14300,1392,408
14400,1469,427
14500,1437,470
14600,1469,428
14700,1456,431
14800,1533,471
14900,1479,439
15000,1488,439
15100,1527,433
15200,1535,434
15300,1563,452
15400,1568,482
15500,1532,519
15600,1554,488
15700,1580,498
15800,1573,511
15900,1559,519
16000,1588,562
16100,1616,523
16200,1609,523
16300,1606,527
16400,1608,542
16500,1628,546
16600,1636,547
16700,1662,542
16800,1662,550
16900,1681,553
17000,1687,553
17100,1708,560
17200,1721,560
17300,1748,563
17400,1771,566
17500,1779,641
17600,1804,575
17700,1827,571
17800,1858,582
17900,1844,573
18000,1810,581
18100,1819,583
18200,1810,590
18300,1872,589
18400,1849,592
18500,1861,613
18600,1891,601
18700,1901,602
18800,1894,599
18900,1898,601
19000,1906,612
19100,1951,617
19200,1957,619
19300,1969,616
19400,1963,616
19500,1990,630
19600,1995,630
19700,1993,622
19800,2001,626
19900,2011,630
20000,2016,636
20100,2045,637
20200,2036,639
20300,2048,642
20400,2051,647
20500,2060,650
20600,2077,663
20700,2094,664
20800,2103,663
20900,2115,680
21000,2163,679
21100,2162,678
21200,2166,679
21300,2194,697
21400,2201,687
21500,2201,689
21600,2220,703
21700,2248,697
21800,2250,700
21900,2250,711
22000,2266,703
22100,2274,707
22200,2285,717
22300,2300,713
22400,2307,714
22500,2312,723
22600,2319,724
22700,2327,733
22800,2361,766
22900,2349,725
23000,2340,725
23100,2353,753
23200,2376,723
23300,2379,745
23400,2396,746
23500,2419,747
23600,2415,757
23700,2425,757
23800,2425,760
23900,2434,762
24000,2445,771
24100,2469,772
24200,2474,775
24300,2478,775
24400,2490,777
24500,2491,787
24600,2495,784
24700,2503,790
24800,2519,795
24900,2537,819
25000,2537,801
25100,2501,776
25200,2549,831
25300,2576,807
25400,2569,813
25500,2587,815
25600,2597,813
25700,2610,837
25800,2625,825
25900,2628,838
26000,2642,829
26100,2646,832
26200,2661,834
26300,2655,837
26400,2666,836
26500,2675,841
26600,2679,847
26700,2690,847
26800,2713,852
26900,2723,855
27000,2729,855
27100,2760,837
27200,2764,869
27300,2773,865
27400,2802,870
27500,2815,888
27600,2798,872
27700,2818,881
27800,2829,881
27900,2833,885
28000,2840,886
28100,2855,891
